year,country,"Stocks traded, total value (% of GDP)","Inflation, consumer prices (annual %)","Stocks traded, turnover ratio of domestic shares (%)",Tax revenue (% of GDP),GDP per capita (current US$),"Central government debt, total (% of GDP)",Gini index (World Bank estimate),Broad money (% of GDP),"Total reserves (includes gold, current US$)","International migrant stock, total",Income share held by highest 10%,Poverty headcount ratio at national poverty lines (% of population),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Exports of goods and services (% of GDP),timestamp
1996,MLT,,2.05400000000007,,42.418543758756,10062.7335816427,,,,1.63608672437276E9,,,,77.3414634146342,7.9,6.03,114.098241937452,1635718038986
1997,MLT,,3.11207791953274,,46.6252019539623,9909.89448137082,,,,1.49075793043252E9,,,,77.7390243902439,7.5,6.11,110.165978017467,1635718044040
1998,MLT,0.883165963837586,2.38525135417659,,42.7055588406496,10409.3084462741,,,,1.66443766707178E9,,,,77.5878048780488,7.2,6.19,109.423661233012,1635718049055
1999,MLT,1.2787069926666,2.13476888806385,,47.6655616191082,10633.6033825767,,,,1.78976852462699E9,,,,77.5,6.9,6.24,111.684097002185,1635718054069
2000,MLT,4.56835700435957,2.36959287531812,9.18377932451725,48.585271572461,10432.3281192942,,,,1.47128181384209E9,21521.0,,,78.3487804878049,6.7,6.32,120.249128678755,1635718059123
2001,MLT,1.19509761126718,2.92949244324101,3.6009345036739,51.4240939123247,10402.233373566,,,,1.66754838129433E9,,,,78.8439024390244,6.4,7.11,108.644959729222,1635718064135
2002,MLT,1.22694682358675,2.1884904806055,3.99280785021693,53.7273247120699,11289.889843514,,,,2.21054570341871E9,,,,78.7390243902439,6.3,6.9,113.402293857919,1635718069143
2003,MLT,0.938070894159938,1.303837774426,2.76213534517234,54.0696698360108,13669.497117709,,,,2.73017687547353E9,,,,78.5463414634146,6.1,7.49,107.522220207958,1635718074200
2004,MLT,1.65068009639042,2.79082848067755,3.54459085434992,55.0240057347951,15197.056707914,,,,2.73373605753772E9,,,14.3,79.2536585365854,6.0,7.32,103.127373648637,1635718079213
2005,MLT,2.17387774514752,3.00796652450315,3.42492326580724,58.81945232809,15888.1723209834,,,,2.57848077969299E9,24560.0,,14.2,79.3,6.0,6.92,103.579529341618,1635718084221
2006,MLT,3.99095702739038,2.77378006481472,6.00680350655925,60.0276661628348,16723.8841811168,,28.0,,2.98033308026694E9,,22.1,15.1,79.4390243902439,5.9,6.8,123.401684408007,1635718089280
2007,MLT,1.1935087243849,1.24921923797625,1.67909255511769,62.50279444785,19485.8711939782,,29.2,,3.79876706206583E9,,22.6,15.3,79.7926829268293,5.9,6.47,129.244312067728,1635718094293
2008,MLT,0.749031388180835,4.25862171897076,1.90393902026413,25.8058758972557,22205.3568142179,,29.0,,3.73422724326502E8,,22.5,14.9,79.6365853658537,5.9,5.98,148.495052554369,1635718099301
